# Altitude(AMSL),Pressure(hpa),Temp(C),RH,WindSpeed(m/s),WindDirection(degTN),Uwind(m/s),Vwind(m/s)
33125.54, 8.41,-31.78, 0.50, 9.38,90.05, 9.38,-0.01
33131.70, 8.41,-31.77, 0.50, 9.48,90.30, 9.48,-0.05
33137.48, 8.40,-31.76, 0.50, 9.58,90.58, 9.58,-0.10
33142.95, 8.39,-31.75, 0.50, 9.68,90.89, 9.68,-0.15
33148.06, 8.39,-31.73, 0.50, 9.79,91.23, 9.78,-0.21
33152.99, 8.38,-31.71, 0.50, 9.89,91.58, 9.89,-0.27
33158.01, 8.37,-31.68, 0.50,10.00,91.96, 9.99,-0.34
33163.33, 8.37,-31.65, 0.50,10.11,92.36,10.10,-0.42
33168.89, 8.36,-31.60, 0.50,10.22,92.78,10.21,-0.50
33174.88, 8.35,-31.56, 0.50,10.33,93.21,10.31,-0.58
33181.12, 8.35,-31.50, 0.50,10.44,93.66,10.42,-0.67
33187.39, 8.34,-31.44, 0.50,10.56,94.13,10.53,-0.76
33193.13, 8.33,-31.39, 0.50,10.67,94.60,10.64,-0.86
33198.40, 8.33,-31.32, 0.50,10.79,95.09,10.75,-0.96
33203.74, 8.32,-31.26, 0.50,10.91,95.58,10.86,-1.06
33209.86, 8.31,-31.20, 0.50,11.03,96.07,10.97,-1.17
33216.00, 8.31,-31.14, 0.50,11.15,96.57,11.07,-1.28
33221.57, 8.30,-31.08, 0.50,11.27,97.08,11.18,-1.39
33226.95, 8.29,-31.02, 0.50,11.39,97.59,11.29,-1.50
33232.42, 8.29,-30.96, 0.50,11.51,98.10,11.40,-1.62
33237.71, 8.28,-30.91, 0.50,11.64,98.62,11.51,-1.74
33242.75, 8.28,-30.86, 0.50,11.76,99.13,11.61,-1.87
33247.98, 8.27,-30.82, 0.50,11.89,99.65,11.72,-1.99
33253.70, 8.26,-30.78, 0.50,12.01,100.17,11.82,-2.12
33259.81, 8.26,-30.76, 0.50,12.14,100.69,11.93,-2.25
33265.82, 8.25,-30.74, 0.50,12.26,101.21,12.03,-2.38
33271.30, 8.24,-30.72, 0.50,12.39,101.73,12.13,-2.52
33276.31, 8.24,-30.71, 0.50,12.51,102.25,12.23,-2.65
33281.24, 8.23,-30.71, 0.50,12.63,102.77,12.32,-2.79
33286.57, 8.22,-30.71, 0.50,12.76,103.29,12.41,-2.93
33292.29, 8.22,-30.71, 0.50,12.88,103.81,12.50,-3.07
33297.93, 8.21,-30.72, 0.50,13.00,104.33,12.59,-3.22
33303.19, 8.21,-30.73, 0.50,13.11,104.85,12.67,-3.36
33308.54, 8.20,-30.74, 0.50,13.23,105.37,12.75,-3.51
33314.32, 8.19,-30.75, 0.50,13.34,105.89,12.83,-3.65
33320.19, 8.19,-30.76, 0.50,13.45,106.41,12.90,-3.80
33325.57, 8.18,-30.77, 0.50,13.55,106.92,12.97,-3.95
33330.67, 8.17,-30.78, 0.50,13.66,107.44,13.03,-4.09
33335.96, 8.17,-30.80, 0.50,13.75,107.94,13.08,-4.24
33341.66, 8.16,-30.81, 0.50,13.84,108.44,13.13,-4.38
33347.53, 8.16,-30.83, 0.50,13.93,108.92,13.17,-4.52
33352.75, 8.15,-30.85, 0.50,14.01,109.40,13.21,-4.65
33357.06, 8.14,-30.87, 0.50,14.08,109.87,13.24,-4.78
33361.71, 8.14,-30.89, 0.50,14.14,110.33,13.26,-4.91
33367.65, 8.13,-30.91, 0.50,14.20,110.77,13.28,-5.04
33374.01, 8.13,-30.93, 0.50,14.26,111.20,13.29,-5.16
33379.94, 8.12,-30.94, 0.50,14.30,111.62,13.30,-5.27
33385.43, 8.11,-30.96, 0.50,14.34,112.04,13.29,-5.38
33390.80, 8.11,-30.97, 0.50,14.37,112.45,13.28,-5.49
33396.63, 8.10,-30.98, 0.50,14.40,112.85,13.27,-5.59
33402.91, 8.09,-30.99, 0.50,14.41,113.25,13.24,-5.69
33409.22, 8.09,-30.99, 0.50,14.42,113.63,13.21,-5.78
33415.43, 8.08,-31.00, 0.50,14.42,114.00,13.17,-5.87
33421.70, 8.07,-31.00, 0.50,14.41,114.36,13.13,-5.95
33428.00, 8.06,-31.00, 0.50,14.40,114.71,13.08,-6.02
33433.88, 8.06,-31.00, 0.50,14.38,115.05,13.03,-6.09
33439.15, 8.05,-31.01, 0.50,14.36,115.37,12.97,-6.15
33444.02, 8.05,-31.01, 0.50,14.33,115.67,12.91,-6.21
33448.98, 8.04,-31.01, 0.50,14.29,115.95,12.85,-6.25
33454.43, 8.03,-31.01, 0.50,14.25,116.22,12.78,-6.29
33460.11, 8.03,-31.01, 0.50,14.20,116.46,12.71,-6.33
33465.91, 8.02,-31.01, 0.50,14.14,116.68,12.63,-6.35
33471.80, 8.01,-31.01, 0.50,14.07,116.88,12.55,-6.36
33477.76, 8.01,-31.00, 0.50,14.00,117.03,12.47,-6.36
33483.76, 8.00,-30.98, 0.50,13.92,117.15,12.38,-6.35
33489.72, 8.00,-30.97, 0.50,13.83,117.22,12.30,-6.32
33495.57, 7.99,-30.95, 0.50,13.73,117.25,12.21,-6.29
33501.37, 7.98,-30.93, 0.50,13.63,117.24,12.12,-6.24
33507.50, 7.98,-30.90, 0.50,13.53,117.19,12.03,-6.18
33513.68, 7.97,-30.88, 0.50,13.42,117.09,11.94,-6.11
33519.18, 7.96,-30.86, 0.50,13.30,116.96,11.86,-6.03
33524.07, 7.96,-30.85, 0.50,13.18,116.78,11.77,-5.94
33528.52, 7.95,-30.84, 0.50,13.06,116.54,11.68,-5.84
33533.12, 7.95,-30.84, 0.50,12.93,116.26,11.59,-5.72
33538.48, 7.94,-30.84, 0.50,12.80,115.92,11.51,-5.59
33544.42, 7.93,-30.85, 0.50,12.66,115.51,11.42,-5.45
33550.57, 7.93,-30.86, 0.50,12.52,115.05,11.34,-5.30
33556.56, 7.92,-30.87, 0.50,12.38,114.54,11.27,-5.14
33562.01, 7.92,-30.88, 0.50,12.25,113.97,11.19,-4.98
33566.77, 7.91,-30.89, 0.50,12.12,113.37,11.13,-4.81
33571.45, 7.90,-30.90, 0.50,12.00,112.74,11.06,-4.64
33576.43, 7.90,-30.90, 0.50,11.88,112.09,11.01,-4.47
33581.90, 7.89,-30.91, 0.50,11.76,111.40,10.95,-4.29
33587.57, 7.89,-30.91, 0.50,11.65,110.70,10.90,-4.12
33593.17, 7.88,-30.90, 0.50,11.55,109.97,10.85,-3.94
33598.70, 7.87,-30.90, 0.50,11.45,109.24,10.81,-3.77
33604.22, 7.87,-30.89, 0.50,11.35,108.51,10.76,-3.60
33609.71, 7.86,-30.87, 0.50,11.26,107.78,10.73,-3.44
33615.20, 7.86,-30.86, 0.50,11.18,107.06,10.69,-3.28
33620.75, 7.85,-30.84, 0.50,11.11,106.35,10.66,-3.13
33626.68, 7.84,-30.82, 0.50,11.04,105.68,10.63,-2.98
33632.64, 7.84,-30.80, 0.50,10.98,105.04,10.61,-2.85
33638.68, 7.83,-30.79, 0.50,10.93,104.44,10.58,-2.73
33644.97, 7.82,-30.78, 0.50,10.88,103.88,10.56,-2.61
33651.43, 7.82,-30.78, 0.50,10.84,103.36,10.54,-2.50
33657.81, 7.81,-30.78, 0.50,10.80,102.88,10.53,-2.41
33663.94, 7.80,-30.78, 0.50,10.76,102.44,10.51,-2.32
33669.98, 7.80,-30.78, 0.50,10.73,102.05,10.49,-2.24
33676.11, 7.79,-30.78, 0.50,10.70,101.70,10.48,-2.17
33682.51, 7.78,-30.78, 0.50,10.68,101.40,10.46,-2.11
33688.96, 7.78,-30.77, 0.50,10.65,101.15,10.45,-2.06
33695.22, 7.77,-30.76, 0.50,10.63,100.95,10.44,-2.02
33701.11, 7.76,-30.74, 0.50,10.61,100.80,10.42,-1.99
33706.63, 7.76,-30.72, 0.50,10.60,100.72,10.41,-1.97
33712.18, 7.75,-30.69, 0.50,10.58,100.68,10.40,-1.96
33717.84, 7.74,-30.66, 0.50,10.57,100.69,10.39,-1.96
33723.81, 7.74,-30.64, 0.50,10.56,100.75,10.38,-1.97
33729.96, 7.73,-30.61, 0.50,10.55,100.85,10.36,-1.99
33735.88, 7.73,-30.59, 0.50,10.54,100.99,10.35,-2.01
33741.51, 7.72,-30.56, 0.50,10.54,101.17,10.34,-2.04
33746.97, 7.71,-30.54, 0.50,10.53,101.38,10.32,-2.08
33752.37, 7.71,-30.52, 0.50,10.52,101.62,10.30,-2.12
33757.82, 7.70,-30.50, 0.50,10.51,101.89,10.29,-2.17
33763.42, 7.69,-30.49, 0.50,10.51,102.20,10.27,-2.22
33769.29, 7.69,-30.48, 0.50,10.50,102.52,10.25,-2.28
33775.37, 7.68,-30.46, 0.50,10.49,102.87,10.23,-2.34
33781.09, 7.68,-30.46, 0.50,10.49,103.23,10.21,-2.40
33786.55, 7.67,-30.45, 0.50,10.48,103.60,10.19,-2.46
33792.08, 7.66,-30.45, 0.50,10.47,103.99,10.16,-2.53
33797.74, 7.66,-30.45, 0.50,10.47,104.39,10.14,-2.60
33803.30, 7.65,-30.44, 0.50,10.46,104.80,10.11,-2.67
33808.72, 7.65,-30.44, 0.50,10.46,105.22,10.09,-2.75
33813.99, 7.64,-30.44, 0.50,10.45,105.66,10.06,-2.82
33819.21, 7.64,-30.43, 0.50,10.44,106.11,10.03,-2.90
33824.53, 7.63,-30.43, 0.50,10.44,106.57,10.01,-2.98
33830.07, 7.62,-30.43, 0.50,10.43,107.03, 9.98,-3.06
33835.96, 7.62,-30.43, 0.50,10.43,107.50, 9.95,-3.14
33842.26, 7.61,-30.44, 0.50,10.42,107.96, 9.91,-3.21
33848.54, 7.60,-30.44, 0.50,10.42,108.42, 9.88,-3.29
33854.06, 7.60,-30.45, 0.50,10.41,108.88, 9.85,-3.37
33858.97, 7.59,-30.47, 0.50,10.41,109.33, 9.82,-3.44
33864.07, 7.59,-30.48, 0.50,10.40,109.78, 9.79,-3.52
33869.85, 7.58,-30.49, 0.50,10.39,110.22, 9.75,-3.59
33876.14, 7.58,-30.50, 0.50,10.39,110.66, 9.72,-3.66
33882.38, 7.57,-30.52, 0.50,10.38,111.09, 9.68,-3.73
33888.25, 7.56,-30.53, 0.50,10.37,111.50, 9.65,-3.80
33893.82, 7.56,-30.54, 0.50,10.36,111.90, 9.61,-3.86
33899.21, 7.55,-30.55, 0.50,10.34,112.29, 9.57,-3.92
33904.56, 7.55,-30.55, 0.50,10.33,112.65, 9.53,-3.98
33910.00, 7.54,-30.56, 0.50,10.31,112.99, 9.49,-4.03
33915.65, 7.53,-30.57, 0.50,10.29,113.31, 9.45,-4.07
33921.66, 7.53,-30.57, 0.50,10.26,113.60, 9.40,-4.11
33928.15, 7.52,-30.58, 0.50,10.23,113.88, 9.36,-4.14
33934.62, 7.51,-30.59, 0.50,10.20,114.14, 9.31,-4.17
33940.84, 7.51,-30.60, 0.50,10.17,114.38, 9.26,-4.20
33946.66, 7.50,-30.62, 0.50,10.13,114.60, 9.21,-4.22
33952.14, 7.50,-30.64, 0.50,10.08,114.81, 9.15,-4.23
33957.94, 7.49,-30.66, 0.50,10.04,115.01, 9.10,-4.24
33965.10, 7.48,-30.69, 0.50, 9.99,115.19, 9.04,-4.25
33972.68, 7.47,-30.72, 0.50, 9.93,115.36, 8.98,-4.25
33979.77, 7.47,-30.75, 0.50, 9.87,115.51, 8.91,-4.25
33986.07, 7.46,-30.78, 0.50, 9.81,115.65, 8.85,-4.25
33991.83, 7.45,-30.81, 0.50, 9.75,115.77, 8.78,-4.24
33997.36, 7.45,-30.83, 0.50, 9.69,115.89, 8.71,-4.23
34003.09, 7.44,-30.84, 0.50, 9.62,115.99, 8.64,-4.22
34009.19, 7.44,-30.85, 0.50, 9.55,116.09, 8.57,-4.20
34015.57, 7.43,-30.85, 0.50, 9.48,116.19, 8.50,-4.18
34022.00, 7.42,-30.84, 0.50, 9.41,116.27, 8.43,-4.16
34028.28, 7.42,-30.82, 0.50, 9.34,116.35, 8.37,-4.14
34034.10, 7.41,-30.80, 0.50, 9.27,116.43, 8.30,-4.13
34039.57, 7.40,-30.78, 0.50, 9.20,116.50, 8.24,-4.11
34045.07, 7.40,-30.75, 0.50, 9.14,116.57, 8.18,-4.09
34051.02, 7.39,-30.74, 0.50, 9.08,116.63, 8.12,-4.07
34057.39, 7.39,-30.72, 0.50, 9.02,116.69, 8.06,-4.05
34063.91, 7.38,-30.71, 0.50, 8.96,116.74, 8.00,-4.03
34070.33, 7.37,-30.70, 0.50, 8.91,116.79, 7.95,-4.01
34076.39, 7.37,-30.69, 0.50, 8.85,116.83, 7.90,-4.00
34082.01, 7.36,-30.68, 0.50, 8.80,116.87, 7.85,-3.98
34087.49, 7.36,-30.68, 0.50, 8.75,116.90, 7.81,-3.96
34093.28, 7.35,-30.67, 0.50, 8.71,116.92, 7.76,-3.94
34099.56, 7.34,-30.67, 0.50, 8.66,116.93, 7.73,-3.92
34106.11, 7.34,-30.66, 0.50, 8.63,116.93, 7.69,-3.91
34112.47, 7.33,-30.66, 0.50, 8.59,116.92, 7.66,-3.89
34118.50, 7.32,-30.66, 0.50, 8.56,116.90, 7.63,-3.87
34124.74, 7.32,-30.67, 0.50, 8.52,116.86, 7.60,-3.85
34131.01, 7.31,-30.68, 0.50, 8.49,116.81, 7.58,-3.83
34136.90, 7.30,-30.69, 0.50, 8.46,116.75, 7.56,-3.81
34142.29, 7.30,-30.71, 0.50, 8.44,116.66, 7.54,-3.79
34147.62, 7.29,-30.72, 0.50, 8.42,116.56, 7.53,-3.76
34153.40, 7.29,-30.74, 0.50, 8.40,116.43, 7.53,-3.74
34160.50, 7.28,-30.75, 0.50, 8.39,116.29, 7.52,-3.72
34167.04, 7.27,-30.75, 0.50, 8.38,116.12, 7.53,-3.69
34171.78, 7.27,-30.74, 0.50, 8.38,115.93, 7.54,-3.66
34176.03, 7.26,-30.72, 0.50, 8.38,115.71, 7.55,-3.64
34181.28, 7.26,-30.70, 0.50, 8.39,115.46, 7.57,-3.61
34187.08, 7.25,-30.67, 0.50, 8.39,115.19, 7.60,-3.57
34193.75, 7.25,-30.63, 0.50, 8.41,114.89, 7.63,-3.54
34200.48, 7.24,-30.59, 0.50, 8.42,114.55, 7.66,-3.50
34205.94, 7.23,-30.55, 0.50, 8.44,114.19, 7.70,-3.46
34211.03, 7.23,-30.52, 0.50, 8.47,113.80, 7.75,-3.42
34217.50, 7.22,-30.49, 0.50, 8.50,113.38, 7.80,-3.37
34224.73, 7.22,-30.47, 0.50, 8.53,112.93, 7.85,-3.32
34231.89, 7.21,-30.46, 0.50, 8.56,112.45, 7.91,-3.27
34238.18, 7.20,-30.46, 0.50, 8.60,111.94, 7.98,-3.21
34243.05, 7.20,-30.46, 0.50, 8.65,111.41, 8.05,-3.16
34247.25, 7.19,-30.46, 0.50, 8.69,110.84, 8.12,-3.09
34252.48, 7.19,-30.48, 0.50, 8.74,110.25, 8.20,-3.03
34258.78, 7.18,-30.49, 0.50, 8.80,109.63, 8.29,-2.95
34265.75, 7.17,-30.51, 0.50, 8.85,108.98, 8.37,-2.88
34274.23, 7.17,-30.53, 0.50, 8.91,108.32, 8.46,-2.80
34282.25, 7.16,-30.55, 0.50, 8.97,107.63, 8.55,-2.72
34288.59, 7.15,-30.57, 0.50, 9.04,106.92, 8.65,-2.63
34293.37, 7.15,-30.59, 0.50, 9.10,106.20, 8.74,-2.54
34297.52, 7.14,-30.61, 0.50, 9.17,105.47, 8.84,-2.45
34302.28, 7.14,-30.63, 0.50, 9.24,104.73, 8.93,-2.35
34308.14, 7.13,-30.64, 0.50, 9.31,103.99, 9.03,-2.25
34314.47, 7.13,-30.66, 0.50, 9.38,103.24, 9.13,-2.15
34320.19, 7.12,-30.67, 0.50, 9.45,102.49, 9.23,-2.04
34325.30, 7.12,-30.68, 0.50, 9.52,101.74, 9.32,-1.94
34330.74, 7.11,-30.69, 0.50, 9.59,101.00, 9.41,-1.83
34336.94, 7.10,-30.70, 0.50, 9.66,100.27, 9.50,-1.72
34344.22, 7.10,-30.70, 0.50, 9.72,99.54, 9.59,-1.61
34352.47, 7.09,-30.70, 0.50, 9.79,98.84, 9.67,-1.50
34361.05, 7.08,-30.69, 0.50, 9.85,98.15, 9.75,-1.40
34368.93, 7.07,-30.68, 0.50, 9.91,97.49, 9.83,-1.29
34375.53, 7.07,-30.68, 0.50, 9.97,96.85, 9.89,-1.19
34381.38, 7.06,-30.67, 0.50,10.02,96.24, 9.96,-1.09
34387.14, 7.05,-30.66, 0.50,10.06,95.66,10.02,-0.99
34393.33, 7.05,-30.66, 0.50,10.11,95.11,10.07,-0.90
34399.85, 7.04,-30.66, 0.50,10.15,94.60,10.11,-0.81
34405.97, 7.04,-30.66, 0.50,10.18,94.13,10.15,-0.73
34411.29, 7.03,-30.66, 0.50,10.21,93.71,10.19,-0.66
34416.36, 7.03,-30.67, 0.50,10.23,93.32,10.22,-0.59
34421.85, 7.02,-30.68, 0.50,10.25,92.99,10.24,-0.54
34428.08, 7.01,-30.69, 0.50,10.27,92.71,10.25,-0.49
34434.87, 7.01,-30.70, 0.50,10.27,92.48,10.26,-0.44
34441.92, 7.00,-30.71, 0.50,10.28,92.31,10.27,-0.41
34449.25, 6.99,-30.72, 0.50,10.27,92.18,10.27,-0.39
34457.20, 6.99,-30.72, 0.50,10.27,92.12,10.26,-0.38
34465.33, 6.98,-30.73, 0.50,10.25,92.10,10.25,-0.38
34473.09, 6.97,-30.73, 0.50,10.24,92.14,10.23,-0.38
34480.35, 6.96,-30.73, 0.50,10.22,92.23,10.21,-0.40
34487.20, 6.96,-30.72, 0.50,10.20,92.37,10.19,-0.42
34493.75, 6.95,-30.70, 0.50,10.17,92.56,10.16,-0.45
34500.30, 6.94,-30.68, 0.50,10.14,92.80,10.13,-0.49
34507.08, 6.94,-30.66, 0.50,10.11,93.07,10.09,-0.54
34513.79, 6.93,-30.63, 0.50,10.08,93.39,10.06,-0.60
34520.13, 6.92,-30.59, 0.50,10.04,93.73,10.02,-0.65
34526.02, 6.92,-30.56, 0.50,10.01,94.11, 9.98,-0.72
34531.39, 6.91,-30.52, 0.50, 9.97,94.50, 9.94,-0.78
34536.77, 6.91,-30.49, 0.50, 9.93,94.90, 9.90,-0.85
34542.38, 6.90,-30.47, 0.50, 9.90,95.31, 9.86,-0.92
34548.18, 6.90,-30.45, 0.50, 9.87,95.71, 9.82,-0.98
34554.30, 6.89,-30.44, 0.50, 9.83,96.11, 9.78,-1.05
34561.04, 6.89,-30.44, 0.50, 9.80,96.49, 9.74,-1.11
34567.70, 6.88,-30.45, 0.50, 9.78,96.85, 9.71,-1.17
34574.21, 6.87,-30.46, 0.50, 9.75,97.18, 9.68,-1.22
34581.14, 6.87,-30.46, 0.50, 9.73,97.47, 9.65,-1.27
34588.52, 6.86,-30.47, 0.50, 9.71,97.72, 9.62,-1.31
34595.81, 6.85,-30.48, 0.50, 9.70,97.92, 9.60,-1.34
34602.33, 6.85,-30.48, 0.50, 9.69,98.07, 9.59,-1.36
34607.93, 6.84,-30.48, 0.50, 9.68,98.16, 9.58,-1.37
34613.05, 6.84,-30.48, 0.50, 9.68,98.18, 9.58,-1.38
34618.48, 6.83,-30.48, 0.50, 9.68,98.15, 9.58,-1.37
34624.23, 6.82,-30.47, 0.50, 9.69,98.05, 9.59,-1.36
34630.05, 6.82,-30.47, 0.50, 9.70,97.89, 9.61,-1.33
34635.77, 6.81,-30.46, 0.50, 9.72,97.66, 9.63,-1.30
34641.48, 6.81,-30.46, 0.50, 9.74,97.38, 9.66,-1.25
34647.77, 6.80,-30.45, 0.50, 9.77,97.04, 9.69,-1.20
34654.76, 6.80,-30.44, 0.50, 9.80,96.66, 9.73,-1.14
34661.82, 6.79,-30.42, 0.50, 9.84,96.22, 9.78,-1.07
34668.48, 6.78,-30.40, 0.50, 9.88,95.74, 9.83,-0.99
34674.23, 6.78,-30.37, 0.50, 9.93,95.22, 9.88,-0.90
34679.15, 6.77,-30.34, 0.50, 9.98,94.67, 9.94,-0.81
34683.91, 6.77,-30.30, 0.50,10.03,94.09,10.01,-0.72
34689.19, 6.76,-30.26, 0.50,10.09,93.50,10.07,-0.62
34695.29, 6.76,-30.22, 0.50,10.15,92.89,10.14,-0.51
34702.19, 6.75,-30.17, 0.50,10.22,92.27,10.21,-0.40
34709.07, 6.74,-30.12, 0.50,10.29,91.65,10.28,-0.30
34715.59, 6.74,-30.08, 0.50,10.35,91.04,10.35,-0.19
34721.68, 6.73,-30.04, 0.50,10.42,90.43,10.42,-0.08
34727.36, 6.73,-30.01, 0.50,10.49,89.84,10.49, 0.03
34733.15, 6.72,-29.99, 0.50,10.56,89.26,10.56, 0.14
34739.46, 6.72,-29.97, 0.50,10.62,88.70,10.62, 0.24
34746.08, 6.71,-29.96, 0.50,10.69,88.16,10.68, 0.34
34752.73, 6.70,-29.95, 0.50,10.75,87.64,10.74, 0.44
34759.27, 6.70,-29.95, 0.50,10.81,87.15,10.80, 0.54
34765.37, 6.69,-29.95, 0.50,10.87,86.68,10.85, 0.63
34771.41, 6.69,-29.94, 0.50,10.92,86.24,10.90, 0.72
34777.60, 6.68,-29.94, 0.50,10.98,85.82,10.95, 0.80
34783.79, 6.68,-29.93, 0.50,11.02,85.43,10.99, 0.88
34789.74, 6.67,-29.92, 0.50,11.07,85.07,11.03, 0.95
34794.99, 6.66,-29.90, 0.50,11.11,84.73,11.06, 1.02
34800.04, 6.66,-29.88, 0.50,11.14,84.43,11.09, 1.08
34805.42, 6.65,-29.86, 0.50,11.18,84.14,11.12, 1.14
34811.49, 6.65,-29.84, 0.50,11.21,83.88,11.15, 1.20
34818.08, 6.64,-29.83, 0.50,11.24,83.64,11.17, 1.25
34824.64, 6.64,-29.81, 0.50,11.27,83.42,11.19, 1.29
34830.30, 6.63,-29.81, 0.50,11.29,83.22,11.21, 1.33
34835.06, 6.63,-29.81, 0.50,11.32,83.04,11.23, 1.37
34839.75, 6.62,-29.81, 0.50,11.34,82.88,11.25, 1.41
34845.60, 6.62,-29.81, 0.50,11.36,82.73,11.27, 1.44
34852.44, 6.61,-29.81, 0.50,11.38,82.60,11.29, 1.46
34859.18, 6.61,-29.81, 0.50,11.40,82.49,11.30, 1.49
34865.25, 6.60,-29.80, 0.50,11.42,82.39,11.32, 1.51
34870.88, 6.59,-29.80, 0.50,11.44,82.31,11.34, 1.53
34876.39, 6.59,-29.79, 0.50,11.46,82.24,11.35, 1.55
34882.00, 6.58,-29.78, 0.50,11.48,82.18,11.37, 1.56
34888.16, 6.58,-29.76, 0.50,11.50,82.13,11.39, 1.57
34894.53, 6.57,-29.74, 0.50,11.52,82.09,11.41, 1.59
34900.32, 6.57,-29.72, 0.50,11.55,82.07,11.44, 1.59
34905.60, 6.56,-29.70, 0.50,11.57,82.05,11.46, 1.60
34911.08, 6.56,-29.68, 0.50,11.60,82.05,11.49, 1.60
34916.72, 6.55,-29.65, 0.50,11.62,82.06,11.51, 1.61
34922.83, 6.55,-29.63, 0.50,11.65,82.09,11.54, 1.60
34929.12, 6.54,-29.60, 0.50,11.68,82.12,11.57, 1.60
34934.36, 6.54,-29.58, 0.50,11.71,82.17,11.60, 1.60
34938.77, 6.53,-29.55, 0.50,11.75,82.23,11.64, 1.59
34943.41, 6.53,-29.53, 0.50,11.78,82.31,11.68, 1.58
34948.80, 6.52,-29.52, 0.50,11.82,82.39,11.71, 1.56
34954.49, 6.52,-29.50, 0.50,11.86,82.49,11.76, 1.55
34959.90, 6.51,-29.49, 0.50,11.90,82.61,11.80, 1.53
34964.75, 6.51,-29.49, 0.50,11.94,82.73,11.85, 1.51
34969.57, 6.50,-29.49, 0.50,11.99,82.87,11.90, 1.49
34974.73, 6.50,-29.50, 0.50,12.04,83.02,11.95, 1.46
34980.18, 6.50,-29.51, 0.50,12.09,83.18,12.00, 1.43
34985.59, 6.49,-29.53, 0.50,12.14,83.36,12.06, 1.40
34990.93, 6.49,-29.54, 0.50,12.19,83.54,12.11, 1.37
34996.24, 6.48,-29.57, 0.50,12.25,83.74,12.18, 1.34
35002.00, 6.48,-29.59, 0.50,12.31,83.95,12.24, 1.30
35008.58, 6.47,-29.62, 0.50,12.37,84.16,12.30, 1.26
35015.64, 6.46,-29.64, 0.50,12.43,84.38,12.37, 1.22
35021.91, 6.46,-29.66, 0.50,12.50,84.61,12.44, 1.17
35027.45, 6.45,-29.68, 0.50,12.56,84.85,12.51, 1.13
35032.82, 6.45,-29.68, 0.50,12.63,85.09,12.59, 1.08
35038.31, 6.44,-29.69, 0.50,12.70,85.34,12.66, 1.03
35043.80, 6.44,-29.68, 0.50,12.78,85.59,12.74, 0.98
35049.05, 6.43,-29.66, 0.50,12.85,85.85,12.82, 0.93
35053.84, 6.43,-29.64, 0.50,12.93,86.11,12.90, 0.88
35058.42, 6.43,-29.62, 0.50,13.01,86.37,12.98, 0.82
35063.27, 6.42,-29.59, 0.50,13.09,86.63,13.06, 0.77
35068.45, 6.42,-29.56, 0.50,13.17,86.89,13.15, 0.71
35073.77, 6.41,-29.54, 0.50,13.25,87.15,13.23, 0.66
35078.96, 6.41,-29.52, 0.50,13.34,87.40,13.32, 0.60
35083.96, 6.40,-29.51, 0.50,13.42,87.66,13.41, 0.55
35088.95, 6.40,-29.51, 0.50,13.51,87.91,13.51, 0.49
35094.07, 6.39,-29.51, 0.50,13.61,88.15,13.60, 0.44
35099.57, 6.39,-29.51, 0.50,13.70,88.40,13.69, 0.38
35105.26, 6.38,-29.53, 0.50,13.80,88.64,13.79, 0.33
35110.53, 6.38,-29.54, 0.50,13.89,88.87,13.89, 0.27
35114.81, 6.38,-29.56, 0.50,13.99,89.10,13.99, 0.22
35118.19, 6.37,-29.58, 0.50,14.09,89.32,14.09, 0.17
35121.27, 6.37,-29.59, 0.50,14.20,89.53,14.19, 0.12
35125.00, 6.37,-29.60, 0.50,14.30,89.74,14.30, 0.07
35129.28, 6.36,-29.61, 0.50,14.40,89.94,14.40, 0.02
35133.67, 6.36,-29.61, 0.50,14.51,90.13,14.51,-0.03
35137.87, 6.35,-29.62, 0.50,14.62,90.32,14.62,-0.08
35142.70, 6.35,-29.62, 0.50,14.73,90.51,14.73,-0.13
35148.55, 6.35,-29.62, 0.50,14.83,90.68,14.83,-0.18
35154.70, 6.34,-29.61, 0.50,14.94,90.85,14.94,-0.22
35161.18, 6.33,-29.62, 0.50,15.05,91.02,15.04,-0.27
35167.77, 6.33,-29.62, 0.50,15.15,91.19,15.15,-0.31
35173.73, 6.32,-29.62, 0.50,15.25,91.35,15.25,-0.36
35178.90, 6.32,-29.63, 0.50,15.35,91.51,15.34,-0.41
35183.41, 6.31,-29.64, 0.50,15.45,91.67,15.44,-0.45
35187.48, 6.31,-29.66, 0.50,15.54,91.84,15.53,-0.50
35191.30, 6.31,-29.68, 0.50,15.63,92.00,15.62,-0.55
35194.78, 6.30,-29.70, 0.50,15.71,92.16,15.70,-0.59
35198.19, 6.30,-29.73, 0.50,15.80,92.33,15.78,-0.64
35201.82, 6.30,-29.76, 0.50,15.87,92.51,15.86,-0.69
35206.16, 6.29,-29.79, 0.50,15.94,92.69,15.92,-0.75
35211.31, 6.29,-29.82, 0.50,16.01,92.87,15.99,-0.80
35216.81, 6.29,-29.85, 0.50,16.07,93.06,16.04,-0.86
35221.96, 6.28,-29.89, 0.50,16.12,93.25,16.10,-0.91
35226.18, 6.28,-29.92, 0.50,16.17,93.45,16.14,-0.97
35229.63, 6.27,-29.94, 0.50,16.21,93.65,16.18,-1.03
35233.23, 6.27,-29.97, 0.50,16.25,93.85,16.21,-1.09
35237.52, 6.27,-29.99, 0.50,16.28,94.06,16.24,-1.15
35242.09, 6.26,-30.01, 0.50,16.31,94.26,16.26,-1.21
35246.35, 6.26,-30.02, 0.50,16.33,94.47,16.28,-1.27
